TRACT_NAME,GEOID,STATE,COUNTY,TRACT,MEDIAN_RENT,MEDIAN_INCOME,POP_TOTAL,POP_WHITE
Census Tract 4001; Alameda County; California,06001400100,06,001,400100,3501,250001,3094,2107
Census Tract 2529.10; Solano County; California,06095252910,06,095,252910,2656,120789,5204,2337
Census Tract 2529.11; Solano County; California,06095252911,06,095,252911,1761,73485,5293,3137
Census Tract 2529.12; Solano County; California,06095252912,06,095,252912,2603,161563,5496,2952
Census Tract 2529.13; Solano County; California,06095252913,06,095,252913,2838,109130,4701,2812
Census Tract 2529.14; Solano County; California,06095252914,06,095,252914,2401,123750,5920,2256
Census Tract 2529.15; Solano County; California,06095252915,06,095,252915,3057,173214,6583,2708
Census Tract 2530; Solano County; California,06095253000,06,095,253000,,,5796,962
Census Tract 2531.01; Solano County; California,06095253101,06,095,253101,1963,116563,4789,2963
Census Tract 2531.05; Solano County; California,06095253105,06,095,253105,2345,92638,6558,2750
Census Tract 2531.06; Solano County; California,06095253106,06,095,253106,2207,89459,3603,1875
Census Tract 2531.07; Solano County; California,06095253107,06,095,253107,2115,75857,5697,2050
Census Tract 2531.08; Solano County; California,06095253108,06,095,253108,1647,90333,4070,1946
Census Tract 2532.01; Solano County; California,06095253201,06,095,253201,2445,131328,5207,3248
Census Tract 2532.03; Solano County; California,06095253203,06,095,253203,1932,91507,3855,2002
Census Tract 2532.05; Solano County; California,06095253205,06,095,253205,1191,130750,3063,1399
Census Tract 2532.06; Solano County; California,06095253206,06,095,253206,3130,157399,4039,2020
Census Tract 2532.07; Solano County; California,06095253207,06,095,253207,1218,82458,2663,1477
Census Tract 2532.08; Solano County; California,06095253208,06,095,253208,1760,103017,4824,1440
Census Tract 2533; Solano County; California,06095253300,06,095,253300,1402,96136,2722,1651
Census Tract 2534.02; Solano County; California,06095253402,06,095,253402,1151,96522,9208,3420
Census Tract 2534.03; Solano County; California,06095253403,06,095,253403,2763,103292,5471,2663
Census Tract 2534.04; Solano County; California,06095253404,06,095,253404,1873,101088,5872,3395
Census Tract 2535.01; Solano County; California,06095253501,06,095,253501,1109,77239,6458,3689
Census Tract 2535.02; Solano County; California,06095253502,06,095,253502,1554,87655,4661,2601
Census Tract 9800; Solano County; California,06095980000,06,095,980000,,,0,0
Census Tract 1501; Sonoma County; California,06097150100,06,097,150100,2702,142333,2133,1628
Census Tract 1502.03; Sonoma County; California,06097150203,06,097,150203,2203,101985,4968,3985
Census Tract 1502.04; Sonoma County; California,06097150204,06,097,150204,2166,109545,3667,3043
Census Tract 1502.05; Sonoma County; California,06097150205,06,097,150205,1795,107917,4283,2923
Census Tract 1502.06; Sonoma County; California,06097150206,06,097,150206,2654,87432,1201,720
Census Tract 1503.03; Sonoma County; California,06097150303,06,097,150303,3009,121458,4071,3212
Census Tract 1503.04; Sonoma County; California,06097150304,06,097,150304,1930,94688,5518,3450
Census Tract 1503.05; Sonoma County; California,06097150305,06,097,150305,1978,87813,4952,1509
Census Tract 1503.06; Sonoma County; California,06097150306,06,097,150306,1958,117734,3999,2335
Census Tract 1505.01; Sonoma County; California,06097150501,06,097,150501,1423,161038,2851,2382
Census Tract 1505.02; Sonoma County; California,06097150502,06,097,150502,2173,110281,1493,976
Census Tract 1506.01; Sonoma County; California,06097150601,06,097,150601,2003,97572,4008,1929
Census Tract 1506.02; Sonoma County; California,06097150602,06,097,150602,2408,104853,4630,3106
Census Tract 1506.03; Sonoma County; California,06097150603,06,097,150603,1425,84750,6779,4828
Census Tract 1506.07; Sonoma County; California,06097150607,06,097,150607,2855,148704,4429,3261
Census Tract 1506.09; Sonoma County; California,06097150609,06,097,150609,1597,95307,5099,3213
Census Tract 1506.10; Sonoma County; California,06097150610,06,097,150610,3217,135000,3790,2420
Census Tract 1506.11; Sonoma County; California,06097150611,06,097,150611,2860,122120,4709,2645
Census Tract 1506.12; Sonoma County; California,06097150612,06,097,150612,2880,145478,5000,3268
Census Tract 1507.01; Sonoma County; California,06097150701,06,097,150701,2350,113769,5054,3555
Census Tract 1507.02; Sonoma County; California,06097150702,06,097,150702,2238,145208,4822,3957
Census Tract 1508; Sonoma County; California,06097150800,06,097,150800,2329,112050,4620,3359
Census Tract 1509.01; Sonoma County; California,06097150901,06,097,150901,2043,107694,5007,3169
Census Tract 1509.02; Sonoma County; California,06097150902,06,097,150902,2627,115857,3722,2641
Census Tract 1510; Sonoma County; California,06097151000,06,097,151000,2181,106538,3078,1993
Census Tract 1511; Sonoma County; California,06097151100,06,097,151100,2107,123713,4920,3562
Census Tract 1512.03; Sonoma County; California,06097151203,06,097,151203,1888,108485,5012,3152
Census Tract 1512.04; Sonoma County; California,06097151204,06,097,151204,2037,98108,3487,2329
Census Tract 1512.05; Sonoma County; California,06097151205,06,097,151205,2253,102212,2436,1530
Census Tract 1512.06; Sonoma County; California,06097151206,06,097,151206,1870,82868,5417,2676
Census Tract 1513.01; Sonoma County; California,06097151301,06,097,151301,1836,84867,4003,1791
Census Tract 1513.05; Sonoma County; California,06097151305,06,097,151305,1845,81508,6714,2659
Census Tract 1513.06; Sonoma County; California,06097151306,06,097,151306,2126,84762,3770,1919
Census Tract 1513.07; Sonoma County; California,06097151307,06,097,151307,2852,130375,4999,3316
Census Tract 1513.08; Sonoma County; California,06097151308,06,097,151308,2450,108355,5007,2314
Census Tract 1513.09; Sonoma County; California,06097151309,06,097,151309,2569,121618,5932,4049
Census Tract 1513.10; Sonoma County; California,06097151310,06,097,151310,2249,96302,6001,3047
Census Tract 1513.11; Sonoma County; California,06097151311,06,097,151311,2269,99886,7376,4314
Census Tract 1514.03; Sonoma County; California,06097151403,06,097,151403,1949,94734,4699,2137
Census Tract 1514.04; Sonoma County; California,06097151404,06,097,151404,1858,72545,3235,465
Census Tract 1514.05; Sonoma County; California,06097151405,06,097,151405,1688,65379,7637,2592
Census Tract 1514.06; Sonoma County; California,06097151406,06,097,151406,1981,69700,3150,1210
Census Tract 1515.03; Sonoma County; California,06097151503,06,097,151503,3501,173750,3153,2579
Census Tract 1515.04; Sonoma County; California,06097151504,06,097,151504,2959,145000,4073,2896
Census Tract 1515.05; Sonoma County; California,06097151505,06,097,151505,2640,156071,1075,1075
Census Tract 1515.06; Sonoma County; California,06097151506,06,097,151506,2408,100034,6050,4220
Census Tract 1516.01; Sonoma County; California,06097151601,06,097,151601,2493,93262,2588,2243
Census Tract 1516.02; Sonoma County; California,06097151602,06,097,151602,3501,117273,3251,2732
Census Tract 1517.01; Sonoma County; California,06097151701,06,097,151701,1820,100027,3253,2092
Census Tract 1517.02; Sonoma County; California,06097151702,06,097,151702,2400,94107,3965,2824
Census Tract 1518; Sonoma County; California,06097151800,06,097,151800,2280,139118,4906,3787
Census Tract 1519; Sonoma County; California,06097151900,06,097,151900,1798,78846,2976,1960
Census Tract 1520; Sonoma County; California,06097152000,06,097,152000,1692,74828,2522,1095
Census Tract 1521; Sonoma County; California,06097152100,06,097,152100,1885,88295,2914,1167
Census Tract 1522.01; Sonoma County; California,06097152201,06,097,152201,1982,93114,4222,2160
Census Tract 1522.03; Sonoma County; California,06097152203,06,097,152203,1640,75451,3268,2218
Census Tract 1522.04; Sonoma County; California,06097152204,06,097,152204,2058,87123,4101,2723
Census Tract 1522.05; Sonoma County; California,06097152205,06,097,152205,2744,142188,2157,1599
Census Tract 1523; Sonoma County; California,06097152300,06,097,152300,2086,144688,4040,3392
Census Tract 1524.01; Sonoma County; California,06097152401,06,097,152401,3501,170776,4427,3104
Census Tract 1524.02; Sonoma County; California,06097152402,06,097,152402,3104,120074,3092,2168
Census Tract 1525.01; Sonoma County; California,06097152501,06,097,152501,2505,121125,4111,2260
Census Tract 1525.02; Sonoma County; California,06097152502,06,097,152502,1975,85342,3736,2140
Census Tract 1526.01; Sonoma County; California,06097152601,06,097,152601,2279,171331,6739,4890
Census Tract 1526.02; Sonoma County; California,06097152602,06,097,152602,,99000,1105,984
Census Tract 1527.01; Sonoma County; California,06097152701,06,097,152701,2432,90138,5296,3083
Census Tract 1527.02; Sonoma County; California,06097152702,06,097,152702,2043,107661,4489,2661
Census Tract 1528.01; Sonoma County; California,06097152801,06,097,152801,2764,91036,4206,2323
Census Tract 1528.03; Sonoma County; California,06097152803,06,097,152803,1771,77865,4903,1378
Census Tract 1528.04; Sonoma County; California,06097152804,06,097,152804,1858,60878,2906,1613
Census Tract 1529.03; Sonoma County; California,06097152903,06,097,152903,2117,91979,5059,1507
Census Tract 1529.04; Sonoma County; California,06097152904,06,097,152904,2627,129199,5600,2994
Census Tract 1529.05; Sonoma County; California,06097152905,06,097,152905,2336,110556,3864,2430
Census Tract 1529.06; Sonoma County; California,06097152906,06,097,152906,2590,141274,6205,4089
Census Tract 1530.01; Sonoma County; California,06097153001,06,097,153001,1872,90254,7513,2764
Census Tract 1530.02; Sonoma County; California,06097153002,06,097,153002,1932,86553,7087,2312
Census Tract 1530.03; Sonoma County; California,06097153003,06,097,153003,2209,75605,5629,2584
Census Tract 1530.05; Sonoma County; California,06097153005,06,097,153005,2289,108603,6155,3420
Census Tract 1530.06; Sonoma County; California,06097153006,06,097,153006,1981,96399,7249,3597
Census Tract 1531.02; Sonoma County; California,06097153102,06,097,153102,1990,75259,5515,916
Census Tract 1531.03; Sonoma County; California,06097153103,06,097,153103,1573,73393,4964,1460
Census Tract 1531.04; Sonoma County; California,06097153104,06,097,153104,1788,66473,3925,968
Census Tract 1532.01; Sonoma County; California,06097153201,06,097,153201,1717,113944,4271,1256
Census Tract 1532.02; Sonoma County; California,06097153202,06,097,153202,1902,68426,3116,685
Census Tract 1533.01; Sonoma County; California,06097153301,06,097,153301,2362,97760,6418,2367
Census Tract 1533.02; Sonoma County; California,06097153302,06,097,153302,,95744,5831,2019
Census Tract 1534.03; Sonoma County; California,06097153403,06,097,153403,1802,93060,3626,2848
Census Tract 1534.04; Sonoma County; California,06097153404,06,097,153404,782,94418,3520,2712
Census Tract 1534.05; Sonoma County; California,06097153405,06,097,153405,2008,102583,3690,2532
Census Tract 1534.06; Sonoma County; California,06097153406,06,097,153406,1943,107297,2523,1730
Census Tract 1535.01; Sonoma County; California,06097153501,06,097,153501,1812,106269,4648,3313
Census Tract 1535.02; Sonoma County; California,06097153502,06,097,153502,2341,149531,3643,3158
Census Tract 1536.01; Sonoma County; California,06097153601,06,097,153601,2522,134904,2052,1406
Census Tract 1536.02; Sonoma County; California,06097153602,06,097,153602,2231,160962,3620,2766
Census Tract 1537.05; Sonoma County; California,06097153705,06,097,153705,1858,112941,3591,2385
Census Tract 1537.07; Sonoma County; California,06097153707,06,097,153707,1511,96544,1546,1283
Census Tract 1537.08; Sonoma County; California,06097153708,06,097,153708,1370,67554,1453,1182
Census Tract 1537.09; Sonoma County; California,06097153709,06,097,153709,1459,101138,1533,1188
Census Tract 1537.10; Sonoma County; California,06097153710,06,097,153710,1765,85219,2316,1744
Census Tract 1537.11; Sonoma County; California,06097153711,06,097,153711,1968,82951,2784,1855
Census Tract 1537.12; Sonoma County; California,06097153712,06,097,153712,2701,95347,1882,1382
Census Tract 1538.04; Sonoma County; California,06097153804,06,097,153804,3317,147375,3531,2213
Census Tract 1538.06; Sonoma County; California,06097153806,06,097,153806,2275,110115,2754,1823
Census Tract 1538.07; Sonoma County; California,06097153807,06,097,153807,2925,124625,3837,2571
Census Tract 1538.08; Sonoma County; California,06097153808,06,097,153808,1396,77857,3518,1862
Census Tract 1538.09; Sonoma County; California,06097153809,06,097,153809,1425,111607,4891,2206
Census Tract 1538.10; Sonoma County; California,06097153810,06,097,153810,2200,150370,3819,2337
Census Tract 1538.11; Sonoma County; California,06097153811,06,097,153811,3130,157402,5175,3185
Census Tract 1539.02; Sonoma County; California,06097153902,06,097,153902,2032,94006,4535,2352
Census Tract 1539.03; Sonoma County; California,06097153903,06,097,153903,2769,104107,3497,2639
Census Tract 1539.04; Sonoma County; California,06097153904,06,097,153904,2444,100226,1738,1377
Census Tract 1539.05; Sonoma County; California,06097153905,06,097,153905,1947,108269,3422,2371
Census Tract 1540; Sonoma County; California,06097154000,06,097,154000,1881,146927,2113,1599
Census Tract 1541; Sonoma County; California,06097154100,06,097,154100,1444,126591,3520,2388
Census Tract 1542.01; Sonoma County; California,06097154201,06,097,154201,1059,82931,3472,1652
Census Tract 1542.02; Sonoma County; California,06097154202,06,097,154202,2386,115820,6780,4595
Census Tract 1543.04; Sonoma County; California,06097154304,06,097,154304,1663,70667,1681,1330
Census Tract 1543.05; Sonoma County; California,06097154305,06,097,154305,1784,164659,2007,1463
Census Tract 1543.06; Sonoma County; California,06097154306,06,097,154306,1663,107885,1697,1134
Census Tract 1543.07; Sonoma County; California,06097154307,06,097,154307,1766,94881,837,636
Census Tract 1543.08; Sonoma County; California,06097154308,06,097,154308,,121731,788,690
Census Tract 9901; Sonoma County; California,06097990100,06,097,990100,,,0,0
